id,county,fvo,type,name,status,review_class,verification,species_scope,source_status
J-STRUCT:0dab02fa15b2d25b6c865ca8,Jämtland,Svaninge fritidsområde,Sjö,Högmyrtjärnen,UNRESOLVED,AUDITED_SOURCE_GAP,Saknar artunderlag,modeled_water_type_jamtland,SOURCE_GAP – inget säkert vattenunikt belägg i genomförda källpass
J-STRUCT:3877a0df00ee6bea4a9f3df6,Jämtland,Svaninge fritidsområde,Sjö,Klubbtjärnen,UNRESOLVED,AUDITED_SOURCE_GAP,Saknar artunderlag,modeled_water_type_jamtland,SOURCE_GAP – inget säkert vattenunikt belägg i genomförda källpass
J-STRUCT:a4fcf6767437487d7d29a64a,Jämtland,Svaninge fritidsområde,Sjö,Klubbtjärnen,UNRESOLVED,AUDITED_SOURCE_GAP,Saknar artunderlag,modeled_water_type_jamtland,SOURCE_GAP – inget säkert vattenunikt belägg i genomförda källpass
J-STRUCT:1510b55f852884c4c24d4a86,Jämtland,Svaninge fritidsområde,Sjö,Koktjärnen,UNRESOLVED,AUDITED_SOURCE_GAP,Saknar artunderlag,modeled_water_type_jamtland,SOURCE_GAP – inget säkert vattenunikt belägg i genomförda källpass
J-STRUCT:60f1e3d8b5e02ef532129dcb,Jämtland,Svaninge fritidsområde,Sjö,Kroktjärnen,UNRESOLVED,AUDITED_SOURCE_GAP,Saknar artunderlag,modeled_water_type_jamtland,SOURCE_GAP – inget säkert vattenunikt belägg i genomförda källpass
J-STRUCT:f338cc0a7e49c9e463739fca,Jämtland,Svaninge fritidsområde,Vattendrag,Kvarnbäcken,UNRESOLVED,AUDITED_SOURCE_GAP,Saknar artunderlag,modeled_water_type_jamtland,SOURCE_GAP – inget säkert vattenunikt belägg i genomförda källpass
J-STRUCT:fa6d4837e9cb86428a53b448,Jämtland,Svaninge fritidsområde,Sjö,Lakatjärnen,UNRESOLVED,AUDITED_SOURCE_GAP,Saknar artunderlag,modeled_water_type_jamtland,SOURCE_GAP – inget säkert vattenunikt belägg i genomförda källpass
J-STRUCT:572156a9653f3225c773664d,Jämtland,Svaninge fritidsområde,Sjö,Lars-Larsavattnet,UNRESOLVED,AUDITED_SOURCE_GAP,Saknar artunderlag,modeled_water_type_jamtland,SOURCE_GAP – inget säkert vattenunikt belägg i genomförda källpass
J-STRUCT:317ce2d05c61af455241473d,Jämtland,Svaninge fritidsområde,Sjö,Lill-Abborrtjärnen,UNRESOLVED,AUDITED_SOURCE_GAP,Saknar artunderlag,modeled_water_type_jamtland,SOURCE_GAP – inget säkert vattenunikt belägg i genomförda källpass
J-STRUCT:6e9882ace893f257e93b278c,Jämtland,Svaninge fritidsområde,Sjö,Lill-Ringsjön,UNRESOLVED,AUDITED_SOURCE_GAP,Saknar artunderlag,modeled_water_type_jamtland,SOURCE_GAP – inget säkert vattenunikt belägg i genomförda källpass
J-STRUCT:dfb9db95f1e412bc5662637d,Jämtland,Svaninge fritidsområde,Sjö,Lillströmvattnet,UNRESOLVED,AUDITED_SOURCE_GAP,Saknar artunderlag,modeled_water_type_jamtland,SOURCE_GAP – inget säkert vattenunikt belägg i genomförda källpass
J-STRUCT:f05859d8fe1f11511c7a45d8,Jämtland,Svaninge fritidsområde,Sjö,Luvkulltjärnen,UNRESOLVED,AUDITED_SOURCE_GAP,Saknar artunderlag,modeled_water_type_jamtland,SOURCE_GAP – inget säkert vattenunikt belägg i genomförda källpass
J-STRUCT:5482f069aeb0e98adc6d9211,Jämtland,Svaninge fritidsområde,Vattendrag,Luvkullvattenån,UNRESOLVED,AUDITED_SOURCE_GAP,Saknar artunderlag,modeled_water_type_jamtland,SOURCE_GAP – inget säkert vattenunikt belägg i genomförda källpass
J-STRUCT:b7f859373cf3b5c81dc24c97,Jämtland,Svaninge fritidsområde,Sjö,Luvkullvattnet,UNRESOLVED,AUDITED_SOURCE_GAP,Saknar artunderlag,modeled_water_type_jamtland,SOURCE_GAP – inget säkert vattenunikt belägg i genomförda källpass
J-STRUCT:1ad9ed88210c2c4f0fa83455,Jämtland,Svaninge fritidsområde,Sjö,Långtjärnen,UNRESOLVED,AUDITED_SOURCE_GAP,Saknar artunderlag,modeled_water_type_jamtland,SOURCE_GAP – inget säkert vattenunikt belägg i genomförda källpass
J-STRUCT:7de357af80d4b6af1db3ce59,Jämtland,Svaninge fritidsområde,Sjö,Långtjärnen,UNRESOLVED,AUDITED_SOURCE_GAP,Saknar artunderlag,modeled_water_type_jamtland,SOURCE_GAP – inget säkert vattenunikt belägg i genomförda källpass
J-STRUCT:c55fbdbb7555758054867e8f,Jämtland,Svaninge fritidsområde,Sjö,Lövhöjdvattnet,UNRESOLVED,AUDITED_SOURCE_GAP,Saknar artunderlag,modeled_water_type_jamtland,SOURCE_GAP – inget säkert vattenunikt belägg i genomförda källpass
J-STRUCT:4a71c36f8a22d16102c5e4aa,Jämtland,Svaninge fritidsområde,Sjö,Nedre Klementtjärnen,UNRESOLVED,AUDITED_SOURCE_GAP,Saknar artunderlag,modeled_water_type_jamtland,SOURCE_GAP – inget säkert vattenunikt belägg i genomförda källpass
J-STRUCT:4cffe6dfc4aae2993a6844ba,Jämtland,Svaninge fritidsområde,Sjö,Nytjärnen,UNRESOLVED,AUDITED_SOURCE_GAP,Saknar artunderlag,modeled_water_type_jamtland,SOURCE_GAP – inget säkert vattenunikt belägg i genomförda källpass
J-STRUCT:9677ceda442bdf2ebd8adc7a,Jämtland,Svaninge fritidsområde,Sjö,Odugligsjöflyn,UNRESOLVED,AUDITED_SOURCE_GAP,Saknar artunderlag,modeled_water_type_jamtland,SOURCE_GAP – inget säkert vattenunikt belägg i genomförda källpass
J-STRUCT:4bae8aef79767819d5a78479,Jämtland,Svaninge fritidsområde,Sjö,Odugligsjön,UNRESOLVED,AUDITED_SOURCE_GAP,Saknar artunderlag,modeled_water_type_jamtland,SOURCE_GAP – inget säkert vattenunikt belägg i genomförda källpass
J-STRUCT:113e28af8c860fe3e346c441,Jämtland,Svaninge fritidsområde,Vattendrag,Rörvattenbäcken,UNRESOLVED,AUDITED_SOURCE_GAP,Saknar artunderlag,modeled_water_type_jamtland,SOURCE_GAP – inget säkert vattenunikt belägg i genomförda källpass
J-STRUCT:323bc5cf270bec072eea9eac,Jämtland,Svaninge fritidsområde,Sjö,Slåttestjärnen,UNRESOLVED,AUDITED_SOURCE_GAP,Saknar artunderlag,modeled_water_type_jamtland,SOURCE_GAP – inget säkert vattenunikt belägg i genomförda källpass
J-STRUCT:157ef7e4746e8151daf6fbfd,Jämtland,Svaninge fritidsområde,Sjö,Stor-Abborrtjärn,UNRESOLVED,AUDITED_SOURCE_GAP,Saknar artunderlag,modeled_water_type_jamtland,SOURCE_GAP – inget säkert vattenunikt belägg i genomförda källpass
J-STRUCT:f3184d90563df9e367aca771,Jämtland,Svaninge fritidsområde,Sjö,Stor-Öretjärnen,UNRESOLVED,AUDITED_SOURCE_GAP,Saknar artunderlag,modeled_water_type_jamtland,SOURCE_GAP – inget säkert vattenunikt belägg i genomförda källpass
J-STRUCT:8939dd33600d84a61aad0ca2,Jämtland,Svaninge fritidsområde,Sjö,Stortjärnen,UNRESOLVED,AUDITED_SOURCE_GAP,Saknar artunderlag,modeled_water_type_jamtland,SOURCE_GAP – inget säkert vattenunikt belägg i genomförda källpass
J-STRUCT:a4b85a703756bc414aa55a3c,Jämtland,Svaninge fritidsområde,Vattendrag,Sundtjärnbäcken,UNRESOLVED,AUDITED_SOURCE_GAP,Saknar artunderlag,modeled_water_type_jamtland,SOURCE_GAP – inget säkert vattenunikt belägg i genomförda källpass
J-STRUCT:787179041ea143991d1381b3,Jämtland,Svaninge fritidsområde,Sjö,Sundtjärnen,UNRESOLVED,AUDITED_SOURCE_GAP,Saknar artunderlag,modeled_water_type_jamtland,SOURCE_GAP – inget säkert vattenunikt belägg i genomförda källpass
J-STRUCT:68c6bddb1f80fee889506551,Jämtland,Svaninge fritidsområde,Sjö,Svaningssjön,UNRESOLVED,AUDITED_SOURCE_GAP,Saknar artunderlag,modeled_water_type_jamtland,SOURCE_GAP – inget säkert vattenunikt belägg i genomförda källpass
J-STRUCT:e589bd769ae27f6950231fb1,Jämtland,Svaninge fritidsområde,Vattendrag,Svaningsån,UNRESOLVED,AUDITED_SOURCE_GAP,Saknar artunderlag,modeled_water_type_jamtland,SOURCE_GAP – inget säkert vattenunikt belägg i genomförda källpass
J-STRUCT:280c38f22528399fb587cb35,Jämtland,Svaninge fritidsområde,Sjö,Svarttjärnen,UNRESOLVED,AUDITED_SOURCE_GAP,Saknar artunderlag,modeled_water_type_jamtland,SOURCE_GAP – inget säkert vattenunikt belägg i genomförda källpass
J-STRUCT:1a50ac7308170cc0aeb36be3,Jämtland,Svaninge fritidsområde,Sjö,Sönnestvattnet,UNRESOLVED,AUDITED_SOURCE_GAP,Saknar artunderlag,modeled_water_type_jamtland,SOURCE_GAP – inget säkert vattenunikt belägg i genomförda källpass
J-STRUCT:08968012f1f94be7d6835fbd,Jämtland,Svaninge fritidsområde,Sjö,Tjäderlekstjärnen,UNRESOLVED,AUDITED_SOURCE_GAP,Saknar artunderlag,modeled_water_type_jamtland,SOURCE_GAP – inget säkert vattenunikt belägg i genomförda källpass
J-STRUCT:bd17664d10939285c2d67245,Jämtland,Svaninge fritidsområde,Sjö,Tjärnmyrtjärnen,UNRESOLVED,AUDITED_SOURCE_GAP,Saknar artunderlag,modeled_water_type_jamtland,SOURCE_GAP – inget säkert vattenunikt belägg i genomförda källpass
J-STRUCT:596dc88eb9d107b0c069449f,Jämtland,Svaninge fritidsområde,Sjö,Trolltjärnen,UNRESOLVED,AUDITED_SOURCE_GAP,Saknar artunderlag,modeled_water_type_jamtland,SOURCE_GAP – inget säkert vattenunikt belägg i genomförda källpass
J-STRUCT:2ce8b753084bb1fad9e691ad,Jämtland,Svaninge fritidsområde,Sjö,Tvåtjärnarna,UNRESOLVED,AUDITED_SOURCE_GAP,Saknar artunderlag,modeled_water_type_jamtland,SOURCE_GAP – inget säkert vattenunikt belägg i genomförda källpass
J-STRUCT:d8f9db944376f562f0f11137,Jämtland,Svaninge fritidsområde,Sjö,Tvåtjärnarna,UNRESOLVED,AUDITED_SOURCE_GAP,Saknar artunderlag,modeled_water_type_jamtland,SOURCE_GAP – inget säkert vattenunikt belägg i genomförda källpass
J-STRUCT:fbf5b84c4613a5215f4bbfa7,Jämtland,Svaninge fritidsområde,Sjö,Vågtjärnen,UNRESOLVED,AUDITED_SOURCE_GAP,Saknar artunderlag,modeled_water_type_jamtland,SOURCE_GAP – inget säkert vattenunikt belägg i genomförda källpass
J-STRUCT:b38bb2d51422b703a382b6f4,Jämtland,Svaninge fritidsområde,Sjö,Östervågen,UNRESOLVED,AUDITED_SOURCE_GAP,Saknar artunderlag,modeled_water_type_jamtland,SOURCE_GAP – inget säkert vattenunikt belägg i genomförda källpass
J-STRUCT:4007dbe8ea97176f7526c82e,Jämtland,Svaninge fritidsområde,Sjö,Övre Klementtjärnen,UNRESOLVED,AUDITED_SOURCE_GAP,Saknar artunderlag,modeled_water_type_jamtland,SOURCE_GAP – inget säkert vattenunikt belägg i genomförda källpass
J-STRUCT:cca2f190e57073494d33163e,Jämtland,Svaninge fritidsområde,Sjö,Övre-Stor Byvattenflyn,UNRESOLVED,AUDITED_SOURCE_GAP,Saknar artunderlag,modeled_water_type_jamtland,SOURCE_GAP – inget säkert vattenunikt belägg i genomförda källpass
J-STRUCT:cbd6f0f45561d14fd09d96bd,Jämtland,Särvsjö samff,Sjö,Benstigtjärnen,UNRESOLVED,AUDITED_SOURCE_GAP,Saknar artunderlag,modeled_water_type_jamtland,SOURCE_GAP – inget säkert vattenunikt belägg i genomförda källpass
J-STRUCT:ab71b39475bbab13bfb1b007,Jämtland,Särvsjö samff,Vattendrag,Brynnet,UNRESOLVED,AUDITED_SOURCE_GAP,Saknar artunderlag,modeled_water_type_jamtland,SOURCE_GAP – inget säkert vattenunikt belägg i genomförda källpass
J-STRUCT:07e7ad2f72516ffee43e1852,Jämtland,Särvsjö samff,Vattendrag,Farån,UNRESOLVED,AUDITED_SOURCE_GAP,Saknar artunderlag,modeled_water_type_jamtland,SOURCE_GAP – inget säkert vattenunikt belägg i genomförda källpass
J-STRUCT:c78cb1a285f50b02f0175dd7,Jämtland,Särvsjö samff,Sjö,Finnvalltjärnen,UNRESOLVED,AUDITED_SOURCE_GAP,Saknar artunderlag,modeled_water_type_jamtland,SOURCE_GAP – inget säkert vattenunikt belägg i genomförda källpass
J-STRUCT:f978a3678a51e87c3eb24d04,Jämtland,Särvsjö samff,Sjö,Fågelbacktjärnen,UNRESOLVED,AUDITED_SOURCE_GAP,Saknar artunderlag,modeled_water_type_jamtland,SOURCE_GAP – inget säkert vattenunikt belägg i genomförda källpass
J-STRUCT:b4acb25990e906906d9e57a4,Jämtland,Särvsjö samff,Vattendrag,Gravarbäcken,UNRESOLVED,AUDITED_SOURCE_GAP,Saknar artunderlag,modeled_water_type_jamtland,SOURCE_GAP – inget säkert vattenunikt belägg i genomförda källpass
J-STRUCT:0c662585e82aab50b942fcc9,Jämtland,Särvsjö samff,Sjö,Isstarrtjärnen,UNRESOLVED,AUDITED_SOURCE_GAP,Saknar artunderlag,modeled_water_type_jamtland,SOURCE_GAP – inget säkert vattenunikt belägg i genomförda källpass
J-STRUCT:0a79fa2854f4dd499d2ba174,Jämtland,Särvsjö samff,Sjö,Kroktjärnen,UNRESOLVED,AUDITED_SOURCE_GAP,Saknar artunderlag,modeled_water_type_jamtland,SOURCE_GAP – inget säkert vattenunikt belägg i genomförda källpass
J-STRUCT:5b36dce6910510991e5ce12a,Jämtland,Särvsjö samff,Sjö,Kroktjärnen,UNRESOLVED,AUDITED_SOURCE_GAP,Saknar artunderlag,modeled_water_type_jamtland,SOURCE_GAP – inget säkert vattenunikt belägg i genomförda källpass
J-STRUCT:df531a2d5dcaa0f7f508e497,Jämtland,Särvsjö samff,Sjö,Lilltjärnen,UNRESOLVED,AUDITED_SOURCE_GAP,Saknar artunderlag,modeled_water_type_jamtland,SOURCE_GAP – inget säkert vattenunikt belägg i genomförda källpass
J-STRUCT:e9feee9474703cc875e76039,Jämtland,Särvsjö samff,Sjö,Neder-Särvsjön,UNRESOLVED,AUDITED_SOURCE_GAP,Saknar artunderlag,modeled_water_type_jamtland,SOURCE_GAP – inget säkert vattenunikt belägg i genomförda källpass
J-STRUCT:27d84078279661c8896dcdd8,Jämtland,Särvsjö samff,Sjö,Storflyet,UNRESOLVED,AUDITED_SOURCE_GAP,Saknar artunderlag,modeled_water_type_jamtland,SOURCE_GAP – inget säkert vattenunikt belägg i genomförda källpass
J-STRUCT:91a47131a770f42936a194dc,Jämtland,Särvsjö samff,Sjö,Stortjärnen,UNRESOLVED,AUDITED_SOURCE_GAP,Saknar artunderlag,modeled_water_type_jamtland,SOURCE_GAP – inget säkert vattenunikt belägg i genomförda källpass
J-STRUCT:6a458d8fffa1d3dbab19bb9a,Jämtland,Särvsjö samff,Vattendrag,Särvan,UNRESOLVED,AUDITED_SOURCE_GAP,Saknar artunderlag,modeled_water_type_jamtland,SOURCE_GAP – inget säkert vattenunikt belägg i genomförda källpass
J-STRUCT:e8683a1340526c436f409598,Jämtland,Särvsjö samff,Sjö,Våltjärnen,UNRESOLVED,AUDITED_SOURCE_GAP,Saknar artunderlag,modeled_water_type_jamtland,SOURCE_GAP – inget säkert vattenunikt belägg i genomförda källpass
J-STRUCT:43db008056e211e3c9e7b20f,Jämtland,Särvsjö samff,Sjö,Över-Särvsjön,UNRESOLVED,AUDITED_SOURCE_GAP,Saknar artunderlag,modeled_water_type_jamtland,SOURCE_GAP – inget säkert vattenunikt belägg i genomförda källpass
J-STRUCT:4c670c05b34fe81c5c625624,Jämtland,Sörvattnets kfo,Sjö,Abborrtjärnen,UNRESOLVED,AUDITED_SOURCE_GAP,Saknar artunderlag,modeled_water_type_jamtland,SOURCE_GAP – inget säkert vattenunikt belägg i genomförda källpass
J-STRUCT:cc6d5fc95c684b80ea0d81b9,Jämtland,Sörvattnets kfo,Sjö,Björnkällputten,UNRESOLVED,AUDITED_SOURCE_GAP,Saknar artunderlag,modeled_water_type_jamtland,SOURCE_GAP – inget säkert vattenunikt belägg i genomförda källpass
J-STRUCT:fa5a51bc09481b9b9e89e9f4,Jämtland,Sörvattnets kfo,Sjö,Boktjärnen,UNRESOLVED,AUDITED_SOURCE_GAP,Saknar artunderlag,modeled_water_type_jamtland,SOURCE_GAP – inget säkert vattenunikt belägg i genomförda källpass
J-STRUCT:b2b545aecdde48b2d846e5e8,Jämtland,Sörvattnets kfo,Vattendrag,Brändåsbäcken,UNRESOLVED,AUDITED_SOURCE_GAP,Saknar artunderlag,modeled_water_type_jamtland,SOURCE_GAP – inget säkert vattenunikt belägg i genomförda källpass
J-STRUCT:a40d752f85cc3f8b7069e225,Jämtland,Sörvattnets kfo,Sjö,Brändåstjärnen,UNRESOLVED,AUDITED_SOURCE_GAP,Saknar artunderlag,modeled_water_type_jamtland,SOURCE_GAP – inget säkert vattenunikt belägg i genomförda källpass
J-STRUCT:7e4da5beac0ba23a69fb5b9e,Jämtland,Sörvattnets kfo,Sjö,Granbacktjärnen,UNRESOLVED,AUDITED_SOURCE_GAP,Saknar artunderlag,modeled_water_type_jamtland,SOURCE_GAP – inget säkert vattenunikt belägg i genomförda källpass
J-STRUCT:2785da4384fd08ef137a90a1,Jämtland,Sörvattnets kfo,Sjö,Gåstjärnen,UNRESOLVED,AUDITED_SOURCE_GAP,Saknar artunderlag,modeled_water_type_jamtland,SOURCE_GAP – inget säkert vattenunikt belägg i genomförda källpass
J-STRUCT:4b25a734535373898e2d4d4a,Jämtland,Sörvattnets kfo,Sjö,Harrtjärnarna,UNRESOLVED,AUDITED_SOURCE_GAP,Saknar artunderlag,modeled_water_type_jamtland,SOURCE_GAP – inget säkert vattenunikt belägg i genomförda källpass
J-STRUCT:b72777e5c481dd9883d0aefc,Jämtland,Sörvattnets kfo,Sjö,Joputten,UNRESOLVED,AUDITED_SOURCE_GAP,Saknar artunderlag,modeled_water_type_jamtland,SOURCE_GAP – inget säkert vattenunikt belägg i genomförda källpass
J-STRUCT:e497310ccec88cb7ccc50689,Jämtland,Sörvattnets kfo,Sjö,Kerstatjärnen,UNRESOLVED,AUDITED_SOURCE_GAP,Saknar artunderlag,modeled_water_type_jamtland,SOURCE_GAP – inget säkert vattenunikt belägg i genomförda källpass
J-STRUCT:8e19e484fab37dae76a0845e,Jämtland,Sörvattnets kfo,Sjö,Kojetjärnen,UNRESOLVED,AUDITED_SOURCE_GAP,Saknar artunderlag,modeled_water_type_jamtland,SOURCE_GAP – inget säkert vattenunikt belägg i genomförda källpass
J-STRUCT:e3d7cf078029495274234db8,Jämtland,Sörvattnets kfo,Sjö,Kotjärnen,UNRESOLVED,AUDITED_SOURCE_GAP,Saknar artunderlag,modeled_water_type_jamtland,SOURCE_GAP – inget säkert vattenunikt belägg i genomförda källpass
J-STRUCT:88d077840493fd38b385f4dc,Jämtland,Sörvattnets kfo,Sjö,Kringeltjärnen,UNRESOLVED,AUDITED_SOURCE_GAP,Saknar artunderlag,modeled_water_type_jamtland,SOURCE_GAP – inget säkert vattenunikt belägg i genomförda källpass
J-STRUCT:f6eba5ee2951074fe4063d29,Jämtland,Sörvattnets kfo,Vattendrag,Kölån,UNRESOLVED,AUDITED_SOURCE_GAP,Saknar artunderlag,modeled_water_type_jamtland,SOURCE_GAP – inget säkert vattenunikt belägg i genomförda källpass
J-STRUCT:2e8d0d568d86ae9cf0c1a2c3,Jämtland,Sörvattnets kfo,Sjö,Lakåssjön,UNRESOLVED,AUDITED_SOURCE_GAP,Saknar artunderlag,modeled_water_type_jamtland,SOURCE_GAP – inget säkert vattenunikt belägg i genomförda källpass
J-STRUCT:08ae3d454a5d538750725a6f,Jämtland,Sörvattnets kfo,Sjö,Lill-Haratjärnen,UNRESOLVED,AUDITED_SOURCE_GAP,Saknar artunderlag,modeled_water_type_jamtland,SOURCE_GAP – inget säkert vattenunikt belägg i genomförda källpass
J-STRUCT:0245d101e860856dfbdef202,Jämtland,Sörvattnets kfo,Sjö,Lill-Trolltjärnen,UNRESOLVED,AUDITED_SOURCE_GAP,Saknar artunderlag,modeled_water_type_jamtland,SOURCE_GAP – inget säkert vattenunikt belägg i genomförda källpass
J-STRUCT:3e6af2d372cd1bedf992f845,Jämtland,Sörvattnets kfo,Sjö,Linjetjärnen,UNRESOLVED,AUDITED_SOURCE_GAP,Saknar artunderlag,modeled_water_type_jamtland,SOURCE_GAP – inget säkert vattenunikt belägg i genomförda källpass
J-STRUCT:669b0bc86170549ae261b475,Jämtland,Sörvattnets kfo,Vattendrag,Lofsen,UNRESOLVED,AUDITED_SOURCE_GAP,Saknar artunderlag,modeled_water_type_jamtland,SOURCE_GAP – inget säkert vattenunikt belägg i genomförda källpass
J-STRUCT:e8518d9aa928b6394d162baa,Jämtland,Sörvattnets kfo,Sjö,Långtjärnen,UNRESOLVED,AUDITED_SOURCE_GAP,Saknar artunderlag,modeled_water_type_jamtland,SOURCE_GAP – inget säkert vattenunikt belägg i genomförda källpass
J-STRUCT:fca1b87bd825b7e45f66de0c,Jämtland,Sörvattnets kfo,Sjö,Mältjärnen,UNRESOLVED,AUDITED_SOURCE_GAP,Saknar artunderlag,modeled_water_type_jamtland,SOURCE_GAP – inget säkert vattenunikt belägg i genomförda källpass
J-STRUCT:54d584beff0406228c98cc92,Jämtland,Sörvattnets kfo,Sjö,Ostjärnen,UNRESOLVED,AUDITED_SOURCE_GAP,Saknar artunderlag,modeled_water_type_jamtland,SOURCE_GAP – inget säkert vattenunikt belägg i genomförda källpass
J-STRUCT:555ca2199d29201bacbbdf70,Jämtland,Sörvattnets kfo,Sjö,Pål-Knutstjärnen,UNRESOLVED,AUDITED_SOURCE_GAP,Saknar artunderlag,modeled_water_type_jamtland,SOURCE_GAP – inget säkert vattenunikt belägg i genomförda källpass
J-STRUCT:62caa2071977d32b1140b510,Jämtland,Sörvattnets kfo,Vattendrag,Rosseln,UNRESOLVED,AUDITED_SOURCE_GAP,Saknar artunderlag,modeled_water_type_jamtland,SOURCE_GAP – inget säkert vattenunikt belägg i genomförda källpass
J-STRUCT:f262f3fe6ce769f8756cf6b8,Jämtland,Sörvattnets kfo,Sjö,Skarpabborrtjärnen,UNRESOLVED,AUDITED_SOURCE_GAP,Saknar artunderlag,modeled_water_type_jamtland,SOURCE_GAP – inget säkert vattenunikt belägg i genomförda källpass
J-STRUCT:a900d9cc17b9d0ee945380d3,Jämtland,Sörvattnets kfo,Sjö,Stendikestjärnen,UNRESOLVED,AUDITED_SOURCE_GAP,Saknar artunderlag,modeled_water_type_jamtland,SOURCE_GAP – inget säkert vattenunikt belägg i genomförda källpass
J-STRUCT:09ff8acf37d6a43367d9196a,Jämtland,Sörvattnets kfo,Vattendrag,Stor-Fjätan,UNRESOLVED,AUDITED_SOURCE_GAP,Saknar artunderlag,modeled_water_type_jamtland,SOURCE_GAP – inget säkert vattenunikt belägg i genomförda källpass
J-STRUCT:395a9eb05e620f0c4313f645,Jämtland,Sörvattnets kfo,Sjö,Stor-Haratjärnen,UNRESOLVED,AUDITED_SOURCE_GAP,Saknar artunderlag,modeled_water_type_jamtland,SOURCE_GAP – inget säkert vattenunikt belägg i genomförda källpass
J-STRUCT:ded09c14d0b2e1662886d815,Jämtland,Sörvattnets kfo,Sjö,Stor-Trolltjärnen,UNRESOLVED,AUDITED_SOURCE_GAP,Saknar artunderlag,modeled_water_type_jamtland,SOURCE_GAP – inget säkert vattenunikt belägg i genomförda källpass
J-STRUCT:8f3837068112472dc4dd5b1b,Jämtland,Sörvattnets kfo,Sjö,Storhån,UNRESOLVED,AUDITED_SOURCE_GAP,Saknar artunderlag,modeled_water_type_jamtland,SOURCE_GAP – inget säkert vattenunikt belägg i genomförda källpass
J-STRUCT:dad806121c454da7bc62aac2,Jämtland,Sörvattnets kfo,Sjö,Stortjärnen,UNRESOLVED,AUDITED_SOURCE_GAP,Saknar artunderlag,modeled_water_type_jamtland,SOURCE_GAP – inget säkert vattenunikt belägg i genomförda källpass
J-STRUCT:27e3416eadc00624d12a545b,Jämtland,Sörvattnets kfo,Vattendrag,Stråsjöbäcken,UNRESOLVED,AUDITED_SOURCE_GAP,Saknar artunderlag,modeled_water_type_jamtland,SOURCE_GAP – inget säkert vattenunikt belägg i genomförda källpass
J-STRUCT:be2979ae9382844fbade53b2,Jämtland,Sörvattnets kfo,Vattendrag,Svartbäcken,UNRESOLVED,AUDITED_SOURCE_GAP,Saknar artunderlag,modeled_water_type_jamtland,SOURCE_GAP – inget säkert vattenunikt belägg i genomförda källpass
J-STRUCT:6acd2f605beccb253345e13a,Jämtland,Sörvattnets kfo,Vattendrag,Uggbäcken,UNRESOLVED,AUDITED_SOURCE_GAP,Saknar artunderlag,modeled_water_type_jamtland,SOURCE_GAP – inget säkert vattenunikt belägg i genomförda källpass
J-STRUCT:d8dc384cba712fb71bc174c8,Jämtland,Sörvattnets kfo,Vattendrag,Vasslan,UNRESOLVED,AUDITED_SOURCE_GAP,Saknar artunderlag,modeled_water_type_jamtland,SOURCE_GAP – inget säkert vattenunikt belägg i genomförda källpass
J-STRUCT:5db9cec48509bfc81450a273,Jämtland,Sörvattnets kfo,Sjö,Ytter-Sörvattensjön,UNRESOLVED,AUDITED_SOURCE_GAP,Saknar artunderlag,modeled_water_type_jamtland,SOURCE_GAP – inget säkert vattenunikt belägg i genomförda källpass
J-STRUCT:1bef69b900db46865f13f4dc,Jämtland,Sörvattnets kfo,Sjö,Övre Sörvattensjön,UNRESOLVED,AUDITED_SOURCE_GAP,Saknar artunderlag,modeled_water_type_jamtland,SOURCE_GAP – inget säkert vattenunikt belägg i genomförda källpass
J-STRUCT:44ddbe6ee1aa3324c99b681b,Jämtland,Torsfjärdens kfo,Vattendrag,Bergsjöbäcken,UNRESOLVED,AUDITED_SOURCE_GAP,Saknar artunderlag,modeled_water_type_jamtland,SOURCE_GAP – inget säkert vattenunikt belägg i genomförda källpass
J-STRUCT:d5a2d50f38e07da25640a499,Jämtland,Torsfjärdens kfo,Sjö,Bergsjön,UNRESOLVED,AUDITED_SOURCE_GAP,Saknar artunderlag,modeled_water_type_jamtland,SOURCE_GAP – inget säkert vattenunikt belägg i genomförda källpass
J-STRUCT:8b62a9d79221cda26b86c440,Jämtland,Torsfjärdens kfo,Vattendrag,Bodvattenbäcken,UNRESOLVED,AUDITED_SOURCE_GAP,Saknar artunderlag,modeled_water_type_jamtland,SOURCE_GAP – inget säkert vattenunikt belägg i genomförda källpass
J-STRUCT:0592cb2cfa602acb7558ae88,Jämtland,Torsfjärdens kfo,Sjö,Bodvattnet,UNRESOLVED,AUDITED_SOURCE_GAP,Saknar artunderlag,modeled_water_type_jamtland,SOURCE_GAP – inget säkert vattenunikt belägg i genomförda källpass
J-STRUCT:4b6748b498a17306828ca35b,Jämtland,Torsfjärdens kfo,Sjö,Gammelhembergtjärnarna,UNRESOLVED,AUDITED_SOURCE_GAP,Saknar artunderlag,modeled_water_type_jamtland,SOURCE_GAP – inget säkert vattenunikt belägg i genomförda källpass
J-STRUCT:9c6bfcfa482ae4829a4851b9,Jämtland,Torsfjärdens kfo,Sjö,Gammelhembergtjärnarna,UNRESOLVED,AUDITED_SOURCE_GAP,Saknar artunderlag,modeled_water_type_jamtland,SOURCE_GAP – inget säkert vattenunikt belägg i genomförda källpass
J-STRUCT:a29683be58f588b78f15e371,Jämtland,Torsfjärdens kfo,Sjö,Gammelhembergtjärnarna,UNRESOLVED,AUDITED_SOURCE_GAP,Saknar artunderlag,modeled_water_type_jamtland,SOURCE_GAP – inget säkert vattenunikt belägg i genomförda källpass
